Dates,AACCHIA CI EQUITY,BCHDECH CI EQUITY,CCHIACB CI EQUITY,CELFFIB CI EQUITY,CFICOMDP CI EQUITY,CFIETFCC CI EQUITY,CFIMPIO CI EQUITY,CFIQAC CI EQUITY,DCORPCH CI EQUITY,ECH US EQUITY,FALCFIW CI EQUITY,FALCTNV CI EQUITY,IMTDECI CI EQUITY,IMTSCLI CI EQUITY,MBIARANV CI EQUITY,MBIRFANV CI EQUITY,MODUECH CI EQUITY,MRCLP CI EQUITY,TCHIEQB CI EQUITY,TOESCA CI EQUITY
2013-10-04,,,788.53,60019.4461,27755.6682,,7523.8675,,24857.7602,56.0389,,,,1066.53,48498.6534,,,,,
2013-10-07,,,785.09,60217.3789,27758.0273,,7503.7043,,24870.5412,55.3134,,,,1067.05,48276.7559,,,,,
2013-10-08,,,784.68,60217.3789,27764.8086,,7485.5289,,24875.1796,54.6961,,,,1067.68,48192.0139,,,,,
2013-10-09,,,783.43,59674.4205,27773.4579,,7468.7178,,24901.0452,54.3713,,,,1067.914,48084.8903,,,,,
2013-10-10,,,790.45,59909.6723,27774.9926,,7529.2721,,24901.7542,56.2771,,,,1067.936,48498.0014,,,,,
2013-10-11,,,791.93,60222.8451,27779.0032,,7548.9896,,24891.9811,55.5083,,,,1067.856,48689.5925,,,,,
2013-10-14,,,793.48,60400.995,27795.119,,7570.8592,,24906.4837,56.0606,,,,1067.989,48793.6551,,,,,
2013-10-15,,,793.38,60474.8978,27800.9479,,7612.3475,,24920.4395,55.6599,,,,1068.031,48719.9214,,,,,
2013-10-16,,,795.09,60839.4683,27800.3683,,7631.3011,,24923.5689,55.9847,,,,1068.617,48761.9368,,,,,
2013-10-17,,,788.3,60839.4683,27805.8504,,7600.1808,,24933.98,55.9631,,,,1069.367,48301.5368,,,,,
2013-10-18,,,792.73,61046.5005,27876.8402,,7608.5448,,24983.1086,55.7898,,,,1070.517,48539.1694,,,,,
2013-10-21,,,796.62,61548.3037,27915.2098,,7657.5994,,25012.5391,55.7573,,,,1071.65,49003.8011,,,,,
2013-10-22,,,802.55,61524.501,27929.1012,,7630.2208,,25038.9922,56.7103,,,,1072.31,49020.0744,,,,,
2013-10-23,,,804.51,61752.3577,27948.0444,,7636.3934,,25050.0515,55.9414,,,,1072.948,49143.8551,,,,,
2013-10-24,,,804.85,61751.074,27958.3817,,7638.9943,,25049.9603,56.0172,,,,1073.142,49108.6654,,,,,
2013-10-25,,,799.67,61881.4155,27979.6314,,7619.1011,,25070.6306,55.9089,,,,1073.788,48832.6307,,,,,
2013-10-28,,,795.26,61743.9416,27985.4446,,7614.8533,,25091.1996,55.465,,,,1074.928,48834.2084,,,,,
