Dates,AACCHIA CI EQUITY,BCHDECH CI EQUITY,CCHIACB CI EQUITY,CELFFIB CI EQUITY,CFICOMDP CI EQUITY,CFIETFCC CI EQUITY,CFIMPIO CI EQUITY,CFIQAC CI EQUITY,DCORPCH CI EQUITY,ECH US EQUITY,FALCFIW CI EQUITY,FALCTNV CI EQUITY,IMTDECI CI EQUITY,IMTSCLI CI EQUITY,MBIARANV CI EQUITY,MBIRFANV CI EQUITY,MODUECH CI EQUITY,MRCLP CI EQUITY,TCHIEQB CI EQUITY,TOESCA CI EQUITY
2006-08-31,,,,30476.8471,,,2897.4873,,,,,,,,22795.6495,,,,,
2006-09-01,,,,30491.4498,,,2905.5267,,,,,,,,23404.1361,,,,,
2006-09-04,,,,30519.802,,,2907.8412,,,,,,,,23422.7999,,,,,
2006-09-05,,,,30555.1449,,,2922.4801,,,,,,,,23422.7999,,,,,
2006-09-06,,,,30538.198,,,2917.3533,,,,,,,,23342.0515,,,,,
2006-09-07,,,,30533.4373,,,2911.0297,,,,,,,,23192.3584,,,,,
2006-09-08,,,,30529.1529,,,2904.0419,,,,,,,,23196.2366,,,,,
2006-09-11,,,,30529.299,,,2899.2224,,,,,,,,23194.5253,,,,,
2006-09-12,,,,30583.4949,,,2914.103,,,,,,,,23245.3933,,,,,
2006-09-13,,,,30589.8777,,,2919.4898,,,,,,,,23313.152,,,,,
2006-09-14,,,,30561.6612,,,2919.9343,,,,,,,,23413.6598,,,,,
2006-09-15,,,,30625.9638,,,2925.9149,,,,,,,,23468.6944,,,,,
2006-09-18,,,,30630.2569,,,2925.6277,,,,,,,,23471.233,,,,,
2006-09-19,,,,30631.6894,,,2925.5317,,,,,,,,23472.3503,,,,,
2006-09-20,,,,30650.3455,,,2943.8283,,,,,,,,23548.3917,,,,,
2006-09-21,,,,30668.2453,,,2939.5256,,,,,,,,23559.093,,,,,
2006-09-22,,,,30684.0764,,,2941.582,,,,,,,,23457.1353,,,,,
2006-09-25,,,,30731.3855,,,2945.4014,,,,,,,,23518.637,,,,,
2006-09-26,,,,30799.4393,,,2969.8483,,,,,,,,23687.4264,,,,,
2006-09-27,,,,30885.547,,,2987.9953,,,,,,,,23756.2752,,,,,
2006-09-28,,,,30900.907,,,2985.7393,,,,,,,,23705.9506,,,,,
2006-09-29,,,,30943.7339,,,2998.3663,,,,,,,,23816.8553,,,,,
2006-10-02,,,,30976.2969,,,3020.7721,,,,,,,,23921.8751,,,,,
2006-10-03,,,,30987.4354,,,3001.6602,,,,,,,,23947.2376,,,,,
2006-10-04,,,,31079.5121,,,3025.2271,,,,,,,,24103.7188,,,,,
2006-10-05,,,,31122.7719,,,3042.2706,,,,,,,,24130.3207,,,,,
2006-10-06,,,,31171.6876,,,3049.6218,,,,,,,,24057.3771,,,,,
2006-10-09,,,,31175.2322,,,3049.352,,,,,,,,24059.843,,,,,
2006-10-10,,,,31242.1017,,,3068.5845,,,,,,,,24151.8146,,,,,
2006-10-11,,,,31297.7978,,,3081.1338,,,,,,,,24158.4921,,,,,
2006-10-12,,,,31474.4063,,,3102.2483,,,,,,,,24199.8151,,,,,
2006-10-13,,,,31516.1496,,,3108.9228,,,,,,,,24252.8732,,,,,
2006-10-16,,,,31569.7927,,,3115.8483,,,,,,,,24273.0505,,,,,
2006-10-17,,,,31630.4621,,,3127.9835,,,,,,,,24286.2625,,,,,
2006-10-18,,,,31739.4146,,,3149.4448,,,,,,,,24500.9251,,,,,
2006-10-19,,,,31808.3635,,,3154.2727,,,,,,,,24531.8229,,,,,
2006-10-20,,,,31887.1754,,,3159.297,,,,,,,,24475.4287,,,,,
